region_A
t	luma
0.0	14.669942307692306
0.2	14.142576923076923
0.36	13.323185897435897
0.56	14.518820512820513
0.8	14.56553846153846
1.0	14.100846153846154
1.2	14.100846153846154
1.4000000000000001	14.458102564102562
1.6	14.071782051282051
1.8	14.071782051282051
2.0	14.381705128205128
2.2	14.381705128205128
2.4	14.388929487179485
2.6	14.523076923076923
2.8000000000000003	14.523076923076923
3.0	13.971826923076923
3.2	14.207871794871794
3.4	14.443660256410254
3.6	14.637435897435896
3.8000000000000003	14.30878846153846
4.0	14.30878846153846
4.2	14.311519230769232
4.4	14.561846153846155
4.6000000000000005	14.358935897435897
4.8	14.358935897435897
5.0	14.083737179487178
5.2	14.504141025641026
5.4	13.754647435897436
5.6000000000000005	14.08203846153846
5.8	14.933782051282051
6.0	14.309224358974358
6.2	13.935775641025641
6.4	13.819544871794871
6.6000000000000005	13.819544871794871
6.8	13.803173076923075
7.0	14.323416666666667
7.2	14.482794871794871
7.4	14.570044871794872
7.6000000000000005	14.057243589743589
7.8	14.057243589743589
8.0	13.956698717948719
8.2	14.23676923076923
8.44	14.57403846153846
8.64	14.57403846153846
8.8	14.247544871794872
9.0	15.038628205128205
9.200000000000001	14.660499999999999
9.44	13.504378205128205
9.64	13.763455128205127
9.84	13.763455128205127
10.0	14.870666666666667
10.200000000000001	13.888532051282052
10.44	13.888532051282052
10.64	14.424230769230768
10.84	14.126378205128205
11.040000000000003	13.523205128205129
11.24	14.303096153846155
11.44	13.979711538461537
11.64	13.780371794871794
11.84	13.780371794871794
12.040000000000003	14.442634615384614
12.24	14.442634615384614
12.44	13.278923076923077
12.64	14.199602564102562
12.84	13.83604487179487
13.040000000000003	14.090839743589742
13.24	14.1495
13.44	14.182326923076921
13.64	13.788012820512822
13.84	13.788012820512822
14.040000000000003	13.869019230769231
14.24	13.793641025641026
14.44	14.409910256410255
14.64	15.331192307692309
14.84	14.484615384615383
15.040000000000003	14.382807692307692
15.24	13.768910256410255
15.44	14.319448717948719
15.64	14.152794871794871
15.84	14.152794871794871
16.04	14.257794871794871
16.240000000000002	14.059012820512821
16.44	14.614301282051283
16.64	13.115615384615385
16.84	13.805384615384614
17.080000000000005	13.995557692307692
17.240000000000002	14.469384615384614
17.44	14.676814102564101
17.64	14.419358974358973
17.84	14.419358974358973
18.080000000000005	14.577641025641025
18.28	14.61755128205128
18.48	14.352910256410254
18.64	13.877205128205127
18.84	13.877205128205127
19.080000000000005	14.94080128205128
19.28	14.506576923076922
19.48	14.614480769230768
19.68	14.614480769230768
19.84	14.728634615384616
20.080000000000005	13.30304487179487
20.28	14.525557692307691
20.48	14.669698717948716
20.68	14.569410256410256
20.88	14.569410256410256
21.080000000000005	14.35626923076923
21.28	13.671820512820513
21.48	13.671820512820513
21.68	14.639576923076921
21.88	14.71573076923077
22.080000000000005	15.14000641025641
22.28	14.218262820512821
22.48	14.119967948717948
22.68	13.805865384615386
22.88	13.805865384615386
23.080000000000005	14.390692307692307
23.28	14.027974358974358
23.48	14.027974358974358
23.68	14.13644230769231
