region_B
t	luma
0.0	26.919938709677417
0.2	27.390674193548385
0.36	26.35192258064516
0.56	26.486270967741937
0.8	25.539629032258066
1.0	25.539629032258066
1.2	26.9791064516129
1.4000000000000001	26.9791064516129
1.6	26.795541935483868
1.8	26.61699677419355
2.0	29.350706451612904
2.2	34.751451612903224
2.4	32.77034193548387
2.6	32.54897096774194
2.8000000000000003	30.56570322580645
3.0	30.449932258064514
3.2	29.410509677419356
3.4	29.360551612903226
3.6	28.25760322580645
3.8000000000000003	28.758983870967743
4.0	28.055745161290318
4.2	28.084190322580643
4.4	28.084190322580643
4.6000000000000005	27.421067741935484
4.8	27.847919354838712
5.0	29.174409677419355
5.2	27.737477419354835
5.4	27.85945161290322
5.6000000000000005	27.943612903225805
5.8	27.653512903225803
6.0	27.520290322580646
6.2	27.520290322580646
6.4	27.336270967741935
6.6000000000000005	27.204496774193547
6.8	27.859767741935478
7.0	27.033412903225805
7.2	26.86699677419355
7.4	27.133780645161288
7.6000000000000005	26.961574193548387
7.8	29.255767741935486
8.0	29.255767741935486
8.2	30.91470322580645
8.4	29.291838709677418
8.6	29.492103225806446
8.8	27.794570967741933
9.0	28.57566774193548
9.200000000000001	27.553016129032258
9.44	27.553016129032258
9.64	27.396022580645162
9.8	27.000477419354837
10.0	27.70915483870968
10.200000000000001	27.70915483870968
10.44	27.925629032258065
10.64	27.13306129032258
10.84	27.745183870967743
11.040000000000003	28.35619677419355
11.200000000000001	28.44782258064516
11.44	27.74350322580645
11.64	28.85336129032258
11.84	27.505729032258067
12.040000000000003	27.505729032258067
12.24	27.572080645161293
12.44	28.242116129032254
12.64	27.272212903225807
12.84	28.09176129032258
13.040000000000003	27.611722580645164
13.24	27.611722580645164
13.44	27.519035483870965
13.64	30.031458064516126
13.84	34.12140967741935
14.040000000000003	34.12140967741935
14.24	33.979196774193554
14.44	33.37823870967742
14.64	32.210193548387096
14.84	31.051564516129034
15.040000000000003	31.200306451612903
15.24	31.200306451612903
15.44	29.85238064516129
15.64	27.959987096774196
15.84	27.959987096774196
16.04	28.874225806451612
16.240000000000002	28.411254838709677
16.44	28.003
16.64	27.58132258064516
16.84	34.1098
17.04	32.91712903225807
17.240000000000002	32.91712903225807
17.44	31.778061290322576
17.64	31.302803225806453
17.84	31.048248387096773
18.04	29.251845161290323
18.240000000000002	28.947735483870964
18.44	27.808154838709676
18.64	27.599622580645157
18.84	27.791748387096774
19.04	27.87042903225806
19.240000000000002	27.87042903225806
19.44	27.374380645161292
19.64	27.59882580645161
19.84	30.900519354838707
20.080000000000005	33.227277419354834
20.240000000000002	32.63512258064516
20.44	30.6876064516129
20.64	30.322812903225806
20.84	29.595487096774193
21.080000000000005	28.531306451612902
21.28	28.531306451612902
21.44	28.41676129032258
21.64	27.764964516129034
21.84	27.967835483870964
22.080000000000005	27.984148387096774
22.28	27.694980645161294
22.48	27.858061290322578
22.68	29.540493548387097
22.88	33.9259064516129
23.080000000000005	33.9259064516129
23.28	32.01704193548387
23.48	30.509209677419356
23.68	29.047141935483868
23.88	30.094538709677416
24.080000000000005	27.359790322580643
24.28	27.359790322580643
24.48	28.25618709677419
24.68	27.911796774193544
24.88	27.522125806451612
25.080000000000005	27.522125806451612
25.28	28.313838709677416
25.48	27.401012903225805
25.68	27.456616129032255
25.88	33.19090322580645
26.080000000000005	32.62130967741935
26.28	32.62130967741935
26.48	30.568096774193545
26.68	29.999122580645157
26.88	29.999122580645157
27.080000000000005	27.635032258064513
27.28	28.709380645161286
27.48	27.82361612903226
27.68	27.396570967741937
27.88	27.746167741935484
28.080000000000005	27.9289129032258
28.28	27.9289129032258
28.48	27.964709677419354
28.68	27.964709677419354
28.88	31.714993548387096
29.080000000000005	33.59612903225806
29.28	31.486406451612904
29.48	31.10617741935484
29.68	30.507054838709678
29.88	28.531783870967743
30.080000000000005	27.790996774193548
30.28	27.790996774193548
30.48	27.69204193548387
30.72	27.907332258064514
30.92	27.425551612903227
31.080000000000005	28.01873548387097
31.28	28.44892580645161
31.48	27.82336129032258
31.720000000000002	30.10697741935484
31.92	33.28168709677419
32.12	32.887522580645154
32.28	32.887522580645154
32.480000000000004	31.175490322580647
32.72	31.05067419354839
32.92	27.892590322580645
33.12	29.66176451612903
33.32	28.261861290322575
33.52	28.24391935483871
33.72	27.4666064516129
33.92	27.382235483870964
34.12	27.86018387096774
34.32	27.86018387096774
34.52	27.39854193548387
34.72	27.957554838709676
34.92	33.922948387096774
35.12	34.05733548387097
35.32	34.05733548387097
35.52	29.663512903225804
35.72	28.88166451612903
35.92	28.136983870967747
36.12	28.136983870967747
36.32	28.086454838709678
36.52	27.884977419354833
36.72	27.966125806451608
36.92	27.815790322580643
