region_A
t	luma
0.0	24.209331147540983
0.2	24.00507868852459
0.4	23.61123606557377
0.6	23.440691803278686
0.84	24.191177049180325
1.04	24.191177049180325
1.2	24.194108196721313
1.4000000000000001	24.194108196721313
1.6	23.805511475409837
1.84	23.118163934426228
2.04	30.88470491803278
2.24	36.29714098360656
2.44	38.061236065573766
2.6	37.805822950819675
2.84	37.04855737704918
3.04	36.41604262295081
3.24	35.76989508196721
3.44	34.797960655737704
3.64	33.75097049180328
3.84	33.61964262295081
4.04	31.388606557377045
4.24	31.388606557377045
4.44	29.3238131147541
4.64	29.37093114754098
4.84	28.925740983606556
5.04	36.0624131147541
5.24	36.30033770491803
5.44	34.264432786885244
5.64	33.068737704918036
5.84	32.3045737704918
6.04	30.576816393442623
6.24	30.576816393442623
6.44	28.844560655737705
6.640000000000001	28.520245901639342
6.84	27.002416393442626
7.04	26.77829508196721
7.24	26.806275409836065
7.44	26.581977049180328
7.640000000000001	26.143403278688524
7.84	33.17629180327869
8.040000000000001	34.14809180327869
8.24	34.14809180327869
8.44	32.5348
8.64	29.68150819672131
8.84	28.16746557377049
9.040000000000003	26.90667868852459
9.24	26.739324590163932
9.44	26.2066
9.64	26.554626229508195
9.84	25.65804262295082
10.040000000000003	25.277367213114754
10.24	25.277367213114754
10.44	25.647645901639343
10.64	25.310003278688523
10.84	29.279898360655736
11.040000000000003	33.017672131147535
11.24	33.017672131147535
11.48	32.742455737704915
11.64	30.07785901639344
11.84	28.963304918032787
12.040000000000003	28.963304918032787
12.24	28.97322950819672
12.48	26.619488524590164
12.68	26.14964262295082
12.88	25.568449180327868
13.040000000000003	25.463360655737706
13.24	25.463360655737706
13.48	24.85253770491803
13.68	29.074432786885247
13.88	29.074432786885247
14.08	36.01479344262295
14.280000000000001	35.065239344262295
14.48	34.86150491803278
14.68	32.85419344262295
14.88	30.168596721311477
15.08	29.017636065573768
15.280000000000001	29.017636065573768
15.48	27.51408524590164
15.68	27.51408524590164
15.88	27.37693770491803
16.080000000000002	27.305006557377048
16.28	26.677491803278688
16.48	25.455291803278687
16.68	26.32059344262295
16.88	35.67455737704918
17.080000000000005	37.027868852459015
17.28	37.027868852459015
17.48	36.343167213114754
17.68	35.3886262295082
17.88	33.03481967213115
18.080000000000005	31.487154098360655
18.28	29.88655737704918
18.48	29.427855737704917
18.68	28.262665573770494
18.88	28.04699344262295
19.080000000000005	26.78743606557377
19.28	26.78743606557377
19.48	26.794088524590162
19.68	25.937111475409836
19.88	35.8502
20.080000000000005	37.672193442622955
20.28	36.785881967213115
20.48	36.613340983606555
20.68	36.05131475409836
20.88	35.131573770491805
21.080000000000005	32.52246557377049
21.28	32.52246557377049
21.48	30.829334426229508
21.68	29.954160655737702
21.88	29.28381639344262
22.12	28.013377049180328
22.32	28.013377049180328
22.48	27.140396721311475
22.68	30.469357377049178
22.88	36.806462295081964
23.12	36.806462295081964
23.32	36.401360655737705
23.52	35.35223606557377
23.68	33.86467540983607
23.88	32.639577049180325
24.12	30.893445901639343
24.32	30.893445901639343
24.52	28.17173442622951
24.72	28.317724590163934
24.92	27.479147540983604
25.12	27.479147540983604
25.32	27.11928524590164
25.52	26.741734426229506
25.72	28.16115737704918
25.92	37.29300655737705
26.12	37.10391147540983
26.32	37.10391147540983
26.52	34.46368852459016
26.72	34.46368852459016
26.92	33.008819672131146
27.12	30.550544262295077
27.32	29.03593770491803
27.52	29.24291475409836
27.72	27.705311475409832
27.92	27.398190163934427
28.12	27.213550819672133
28.32	27.213550819672133
28.52	26.323557377049177
28.72	26.058881967213114
28.92	35.63968524590164
29.12	36.06066885245902
29.32	36.63835409836066
29.52	36.31403278688524
29.72	35.040219672131144
29.92	33.55880983606557
30.12	32.504881967213116
30.32	32.504881967213116
30.52	30.635127868852454
30.72	29.59385245901639
30.92	28.05681639344262
31.12	27.341081967213114
31.32	27.345078688524588
31.52	27.0369606557377
31.720000000000002	30.37915737704918
31.92	36.409855737704916
32.12	36.912862295081965
32.32	36.912862295081965
32.52	35.905459016393436
32.72	35.15688852459016
32.92	32.11130163934426
33.12	30.129468852459013
33.32	30.129468852459013
33.52	29.410199999999996
33.76	27.311963934426227
33.92	27.852586885245906
34.12	27.852586885245906
34.32	26.70278032786885
34.52	26.260590163934424
34.76	28.230547540983608
34.96	35.9047737704918
35.16000000000001	36.60719344262295
35.32	36.60719344262295
35.52	36.900662295081965
35.76	34.607757377049175
35.96	33.56982950819672
36.16000000000001	33.56982950819672
36.36	32.45808196721311
36.52	30.091059016393444
36.76	28.69790163934426
